Instrument Name,SDS2352X-E
Serial Number,SDS2EBAC3R0176
Software Version,2.1.1.1.20 R7
Awg Type,USB
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,6V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,50ohm
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,10000Hz
Stop Frequency,1000000Hz
Sweep Line,50
Sweep Log(dec),114
Amplitude Mode,Vout/Vin
Amplitude Axis Type,Logarithmic
27453.4223,64.2908658,89.511792
28013.5676,64.5283654,89.4584068
28585.1418,64.7730455,89.5440993
29168.3781,65.0248507,89.5247473
29763.5144,65.2296093,89.531666
30370.7936,65.4723724,89.4695119
30990.4634,65.7292148,89.4809345
31622.7766,65.9869615,89.4987257
32267.9912,66.2149393,89.4476798
32926.3704,66.480785,89.4698004
33598.1829,66.7517518,89.4727471
34283.7026,67.0066486,89.4432862
34983.2094,67.3226934,89.365885
35696.9885,67.6053839,89.4338105
36425.3312,67.8370282,89.3176639
37168.5346,68.2636956,89.4358639
37926.9019,68.4062091,89.4087242
38700.7426,68.7785003,89.4362303
39490.3723,69.0184664,89.2049269
40296.1132,69.2985188,89.4102891
41118.294,69.7669878,89.232331
41957.2502,69.9443063,89.4427883
42813.324,70.2798892,89.3261983
43686.8647,70.9097221,89.095429
44578.2286,71.1693458,89.219009
45487.7795,71.4955872,89.1394243
46415.8883,71.7698108,89.2470619
47362.9339,72.3384652,88.7935775
48329.3024,72.6031756,88.9808067
49315.3882,72.9850031,88.8302638
50321.5936,73.5011406,88.9628616
51348.3291,73.9792234,88.9619296
52396.0135,74.5760954,88.8401902
53465.0744,75.0069005,88.6655553
54555.9478,75.728044,88.4857742
55669.0788,76.3767918,87.8167006
56804.9216,77.0198063,88.4045567
57963.9395,77.6324863,88.0254685
59146.6054,78.3999817,87.372702
60353.4019,79.2059957,87.3840029
61584.8211,80.3197324,86.2680114
62841.3656,81.0605794,85.690485
64123.548,82.0810763,86.4267322
65431.8913,83.7623025,84.5238218
66766.9294,85.2869635,85.0046724
68129.2069,87.2894321,81.3443243
69519.2796,89.5441571,77.8103763
70937.7146,93.187893,76.6850739
72385.0907,97.4283971,55.592401
73861.9982,105.566584,0.465376993
75369.0398,97.7368351,-60.8659572
76906.8303,92.7861241,-74.7826428
78475.997,89.3028756,-76.2629089
80077.1802,87.4925271,-82.9828467
81711.0332,84.9848909,-81.5752954
83378.2223,83.4680301,-83.6629022
85079.428,82.1185093,-84.0308203
86815.3442,81.1153229,-85.2778051
88586.679,80.0102784,-84.8535943
90394.1553,79.1044648,-86.5521754
92238.5104,78.3459703,-86.5831145
94120.4967,77.583569,-85.9708284
96040.8821,76.7816424,-86.9650385
98000.4501,76.2146283,-86.3482505
100000,75.4795527,-86.8797903
102040.348,75.1033141,-86.8532485
104122.326,74.3851424,-87.0906744
106246.783,74.0000876,-87.4858554
108414.587,73.3904247,-87.6141148
110626.621,72.9147245,-87.2206965
112883.789,72.6454931,-86.9695538
115187.011,72.301625,-87.0920224
117537.227,71.8111842,-87.2440692
119935.395,71.5156633,-87.6660713
122382.494,71.0096258,-87.3347205
124879.522,70.651256,-87.7650335
127427.499,70.2594544,-87.7381607
130027.463,69.8820143,-87.6830486
132680.475,69.8415366,-87.3761263
135387.618,69.3950735,-87.4526328
138149.996,68.9487876,-87.7718432
140968.736,68.6701755,-87.5540248
143844.989,68.4575204,-87.5796387
146779.927,68.1594939,-87.6101574
149774.748,67.8438362,-87.597069
152830.673,67.6025708,-87.601505
155948.95,67.344092,-87.5900846
159130.851,67.1003782,-87.6534725
162377.674,66.8832401,-87.6192044
165690.743,66.6302938,-87.7149765
169071.41,66.4791969,-87.8766596
172521.055,66.3178763,-88.0957528
176041.084,66.2767636,-88.6948367
179632.935,66.3526186,-90.6823446
183298.071,66.3972658,-99.6864136
187037.989,63.5001641,-101.251663
190854.214,63.298814,-91.5415324
194748.304,63.4270026,-89.2505402
198721.847,63.3288216,-88.3592149
202776.463,63.2049491,-87.9705105
206913.808,63.0445523,-87.7736615
211135.569,62.8916352,-87.5894356
215443.469,62.6441992,-87.4912755
219839.265,62.4496007,-87.4203169
224324.75,62.2297572,-87.3064951
228901.755,61.9877539,-87.2343406
233572.147,61.7556597,-87.1747099
238337.831,61.5150643,-87.1128067
243200.751,61.2682054,-87.0120098
248162.892,60.9883411,-86.9077128
253226.278,60.7503419,-86.8316813
258392.975,60.4614508,-86.7111807
263665.09,60.1423987,-86.5436852
269044.774,59.8488819,-86.3984255
274534.223,59.5064078,-86.1795785
280135.676,59.1520125,-85.8778715
285851.418,58.6994,-85.4486458
291683.781,58.1814201,-84.7770965
297635.144,57.5288588,-83.6353323
303707.936,56.5964611,-81.2823614
309904.634,55.1664635,-75.4401059
316227.766,53.2116039,-55.2646425
322679.912,57.2861521,-11.2569482
329263.704,65.1750565,-37.8146358
335981.829,64.013142,-70.4418126
342837.026,62.3026313,-79.3566751
349832.094,61.2568251,-82.5021926
356969.885,60.5284004,-83.8855706
364253.312,59.9609659,-84.6002808
371685.346,59.5726256,-84.9775885
379269.019,59.1698517,-85.1959531
387007.426,58.8216707,-85.3417941
394903.723,58.4513133,-85.4693859
402961.132,58.1546009,-85.4915788
411182.94,57.8795781,-85.5199388
419572.502,57.6386832,-85.5213935
428133.24,57.4008757,-85.4875109
436868.647,57.1404285,-85.5155896
445782.286,56.905359,-85.5245028
454877.795,56.7167085,-85.5925354
464158.883,56.5753735,-86.0399967
473629.339,56.3459406,-88.2410878
483293.024,55.5604117,-87.7638643
493153.882,55.3760629,-85.9033928
503215.936,55.1851998,-85.3275511
513483.291,54.9335844,-85.1269128
523960.135,54.7167958,-84.9247504
534650.744,54.4875046,-84.6897017
545559.478,54.2091985,-84.4873823
556690.788,53.9141523,-84.2551297
568049.216,53.5278589,-84.0046417
579639.395,53.1161772,-83.5532728
591466.054,52.6479514,-82.8271323
603534.019,51.9954626,-81.3368933
615848.211,51.0477913,-77.3016374
628413.656,49.8221649,-61.7577824
641235.48,54.4592189,-40.0979471
654318.913,56.2587455,-68.6273544
667669.294,55.0725421,-77.9704403
681292.069,54.2570166,-80.5169987
695192.796,53.6090327,-81.4438407
709377.146,53.1448325,-81.5813918
723850.907,52.6955585,-81.1267311
738619.982,52.3524472,-79.9439639
753690.398,52.3525679,-78.2416342
769068.303,52.4261375,-79.6815566
784759.97,52.1991722,-81.4102971
800771.802,51.9304448,-82.8330576
817110.332,51.3870035,-83.1597791
833782.223,51.1020374,-82.5638794
850794.28,50.8240654,-82.3889167
868153.442,50.5214069,-82.2271652
885866.79,50.2197619,-82.2145562
903941.553,49.8174711,-82.3082468
922385.104,49.350347,-81.5441366
941204.967,48.915035,-80.2866888
960408.821,48.2609458,-77.1358208
980004.501,48.4834338,-66.5319095
1000000,49.808345,-72.710432
