Instrument Name,SDS2352X-E
Serial Number,SDS2EBAC3R0176
Software Version,2.1.1.1.20 R7
Awg Type,USB
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,6V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,50ohm
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,100000Hz
Stop Frequency,1000000Hz
Sweep Line,50
Sweep Log(dec),498
Amplitude Mode,Vout/Vin
Amplitude Axis Type,Logarithmic
201007.773,-28.970339,-118.414246
201939.317,-30.5617461,-105.372005
202875.179,-31.7155766,-89.8586911
203815.378,-31.9974648,-71.1178642
204759.934,-31.5834285,-55.2834194
205708.867,-30.7252115,-42.8570976
206662.198,-29.6136566,-33.3114699
207619.947,-28.5989257,-26.6947573
208582.135,-27.6100148,-21.592497
209548.782,-26.8410483,-18.144118
210519.909,-26.1124021,-15.0943147
211495.536,-25.4545493,-12.9055513
212475.684,-24.8913027,-11.0515947
213460.376,-24.3457008,-9.65842113
214449.63,-23.9187834,-8.40425729
215443.469,-23.4854702,-7.27515029
216441.914,-23.1388167,-6.47181557
217444.986,-22.8158911,-5.74875424
218452.706,-22.524139,-4.98142087
219465.097,-22.2457806,-4.44950394
220482.18,-22.0059317,-3.98792898
221503.976,-21.7584083,-3.41037472
222530.507,-21.5887246,-3.05389426
223561.796,-21.3952485,-2.79287752
224597.864,-21.2146341,-2.33069092
225638.734,-21.0693452,-2.06279251
226684.428,-20.921089,-1.829168
227734.967,-20.8081628,-2.18196842
228790.375,-20.7021397,-1.19059819
229850.675,-20.6044855,-1.01882264
230915.888,-20.508597,-0.815744903
231986.038,-20.4419514,-0.591477765
233061.147,-20.370245,-0.381370512
234141.239,-20.3007382,-0.235640866
235226.336,-20.2531698,0.0512132998
236316.462,-20.1988902,0.187855654
237411.64,-20.1742467,0.431750916
238511.893,-20.1496024,0.567706335
239617.246,-20.1401551,0.884361221
240727.721,-20.124031,0.899454909
241843.342,-20.1118342,1.08730718
242964.134,-20.1242413,1.33633187
244090.12,-20.1420541,1.49984029
245221.324,-20.1559432,1.63375863
246357.77,-20.1939129,1.8850305
247499.484,-20.2279942,2.12473024
248646.488,-20.2933508,2.22803597
249798.808,-20.3459973,2.55260286
250956.468,-20.4339332,2.74587499
252119.493,-20.5040823,3.00094467
253287.908,-20.5860517,3.27654623
254461.738,-20.6896455,3.55096091
255641.008,-20.7779891,3.79169188
256825.744,-20.8953656,4.22103525
258015.969,-21.0533888,4.52829742
259211.711,-21.2216541,4.84231371
260412.994,-21.3788452,5.34286166
261619.844,-21.5734313,5.83655839
262832.288,-21.7983821,6.3682889
264050.35,-22.0215422,6.97496291
265274.057,-22.2681905,7.71195221
266503.435,-22.5538057,8.33788996
267738.511,-22.8695546,9.30153591
268979.31,-23.2062532,10.2823775
270225.86,-23.5599503,11.5811639
271478.187,-24.0049386,12.9184152
272736.317,-24.4718452,14.8024563
274000.278,-25.0067913,17.0176553
275270.097,-25.5854168,19.5831805
276545.801,-26.2796303,22.8764841
277827.416,-27.0259759,27.0796865
279114.972,-27.8308811,32.8617056
280408.494,-28.6219015,40.3135897
281708.011,-29.3820049,50.1978113
283013.55,-29.9173828,62.4214172
284325.14,-29.967602,77.1023778
285642.808,-29.4791925,91.8291469
286966.582,-28.362076,105.684215
288296.492,-26.8415218,116.599082
289632.564,-25.2378607,124.693088
290974.829,-23.5841126,131.002649
292323.314,-21.9520435,135.698571
293678.049,-20.4097587,138.917513
295039.062,-18.9264761,141.33411
296406.382,-17.4597407,142.978442
297780.039,-16.0458238,144.065987
299160.062,-14.6087633,144.654815
300546.48,-13.234004,144.84916
301939.324,-11.8193005,144.54645
303338.623,-10.4256375,143.76257
304744.406,-8.97147828,142.464606
306156.705,-7.49278221,140.551093
307575.549,-5.98992807,137.870222
309000.968,-4.41374856,134.174935
310432.993,-2.78891536,129.205172
311871.654,-1.13486692,122.183901
313316.983,0.477420642,112.85049
314769.01,1.86012045,100.760047
316227.766,2.79560604,86.2622919
317693.283,3.08108482,70.9052065
319165.591,2.76541037,56.9042708
320644.723,2.0625046,45.5174186
322130.709,1.25034818,36.8203237
323623.582,0.413795706,30.2588167
325123.374,-0.409668521,25.29887
326630.116,-1.12610719,21.435196
328143.841,-1.78508887,18.4365032
329664.581,-2.38158357,16.045462
331192.369,-2.94654497,14.081461
332727.237,-3.40847279,12.5110388
334269.218,-3.83909016,11.148325
335818.346,-4.23607451,10.0314451
337374.652,-4.58521736,9.06352879
338938.171,-4.89301881,8.27936501
340508.936,-5.2248562,7.55025192
342086.981,-5.49571778,6.9279473
343672.339,-5.73334915,6.38576851
345265.044,-5.96024986,5.88008693
346865.13,-6.17065671,5.47848541
348472.631,-6.35993082,5.09115102
350087.583,-6.54643135,4.74394798
351710.018,-6.72166273,4.4147416
353339.973,-6.88594905,4.11775261
354977.481,-7.02779575,3.89624967
356622.578,-7.17321021,3.63383994
358275.299,-7.31113268,3.40291756
359935.68,-7.44564919,3.21967927
361603.755,-7.54082471,3.10904087
363279.561,-7.6515757,2.91733284
364963.133,-7.75911067,2.75129249
366654.507,-7.84775022,2.58010319
368353.72,-7.93439846,2.45108506
370060.808,-8.01733407,2.29363338
371775.807,-8.08353989,2.2019831
373498.753,-8.15255174,2.14817638
375229.685,-8.21879673,2.04019154
376968.638,-8.2788558,1.89488401
378715.651,-8.34106779,1.85051902
380470.759,-8.38020709,1.71937019
382234.002,-8.44853946,1.68477563
384005.416,-8.49585872,1.58448637
385785.039,-8.54489439,1.48062602
387572.91,-8.58107253,1.40012432
389369.066,-8.63205778,1.32696906
391173.547,-8.66467569,1.24401928
392986.39,-8.70165133,1.2093278
394807.635,-8.72415458,1.14160632
396637.319,-8.74998026,1.06877636
398475.484,-8.77061479,0.998055084
400322.167,-8.80326899,0.931210564
402177.408,-8.81743348,0.823027039
404041.247,-8.84122905,0.767105431
405913.724,-8.8663525,0.718842543
407794.878,-8.86960793,0.608675143
409684.751,-8.86718643,0.494095945
411583.382,-8.87819523,0.442139844
413490.812,-8.87294916,0.376966788
415407.081,-8.88512548,0.310469176
417332.232,-8.87682671,0.203446494
419266.304,-8.88327024,0.133922942
421209.339,-8.87745791,0.0242458479
423161.379,-8.86003192,-0.0913653078
425122.466,-8.84308696,-0.16893977
427092.641,-8.82856584,-0.324306181
429071.946,-8.80523499,-0.459981999
431060.425,-8.76467546,-0.554703409
433058.119,-8.7319,-0.707716471
435065.07,-8.68357346,-0.835236513
437081.323,-8.651591,-1.14718172
439106.92,-8.58684467,-1.36230698
441141.904,-8.52161134,-1.59818729
443186.319,-8.45396057,-1.8925265
445240.209,-8.37066571,-2.23098794
447303.617,-8.2711663,-2.579941
449376.587,-8.16280282,-3.10658144
451459.165,-8.04132871,-3.68215353
453551.394,-7.89481138,-4.38738991
455653.319,-7.73276139,-5.2592571
457764.985,-7.53730419,-6.38243598
459886.438,-7.32232699,-7.81156237
462017.722,-7.06831161,-9.72576962
464158.883,-6.77498145,-12.2709608
466309.968,-6.48528748,-15.739399
468471.021,-6.18403353,-20.6389141
470642.089,-6.00804014,-27.25192
472823.219,-6.1437032,-35.8755023
475014.457,-6.86931882,-45.7932684
477215.85,-8.27958631,-54.3572766
479427.445,-10.3633888,-58.5559927
481649.289,-12.5042738,-56.6584833
483881.43,-14.245629,-49.0416736
486123.916,-15.2315888,-39.14357
488376.795,-15.5043043,-29.379087
490640.114,-15.3831848,-21.8327039
492913.922,-15.078169,-16.2799543
495198.267,-14.7314865,-12.3959579
497493.2,-14.401942,-9.63342266
499798.767,-14.1149073,-7.58742948
502115.02,-13.8452644,-6.07651593
504442.007,-13.6280097,-4.94215131
506779.778,-13.4298894,-4.03912873
509128.383,-13.2718095,-3.38794097
511487.873,-13.1227217,-2.85658657
513858.297,-12.98403,-2.35936903
516239.707,-12.8607982,-1.9605093
518632.153,-12.7534965,-1.72864044
521035.687,-12.668679,-1.47107621
523450.359,-12.5772992,-1.21774004
525876.222,-12.4990884,-1.06027077
528313.327,-12.4126465,-0.881550655
530761.727,-12.3459295,-0.767094451
533221.473,-12.2893487,-0.674068384
535692.619,-12.1969918,-0.597987616
538175.217,-12.1540462,-0.438407218
540669.321,-12.0964954,-0.375816078
543174.982,-12.0703944,-0.381662654
545692.257,-12.0334833,-0.277707632
548221.197,-11.9991871,-0.217486803
550761.857,-11.9604339,-0.211144695
553314.291,-11.9257361,-0.145923946
555878.555,-11.8973029,-0.122839877
558454.702,-11.8673554,-0.0961956639
561042.788,-11.8389328,-0.111564683
563642.868,-11.7989663,-0.000720087228
566254.998,-11.7735671,-0.0211307711
568879.233,-11.7420068,-0.0109649535
571515.63,-11.7105875,-0.079128766
574164.246,-11.680425,-0.0160050931
576825.135,-11.654419,-0.0263402771
579498.357,-11.6289755,-0.0211210956
582183.967,-11.6003122,-0.118317937
584882.023,-11.5817743,-0.0799837795
587592.583,-11.5454637,-0.153288567
590315.705,-11.5192451,-0.206277642
593051.446,-11.4772507,-0.198324365
595799.867,-11.4426448,-0.302549986
598561.024,-11.4048616,-0.457538664
601334.977,-11.3610195,-0.570225486
604121.786,-11.2978418,-0.729639371
606921.511,-11.2425964,-0.981574751
609734.21,-11.1918196,-1.16584119
612559.944,-11.1293916,-1.54809788
615398.774,-11.0506828,-2.07435939
618250.76,-10.962335,-2.70389717
621115.963,-10.8788581,-3.61390705
623994.444,-10.7970415,-5.00374498
626886.266,-10.7496602,-6.87414128
629791.489,-10.8096023,-9.34658289
632710.176,-11.0656971,-12.1746564
635642.389,-11.5658943,-14.2136045
638588.192,-12.2073514,-14.05696
641547.646,-12.7100095,-11.8470254
644520.815,-12.9645862,-8.96788944
647507.764,-13.0066576,-6.57256165
650508.554,-12.9561937,-4.68201536
653523.252,-12.8680471,-3.26006304
656551.921,-12.8037401,-2.43787872
659594.626,-12.7132389,-1.65276454
662651.432,-12.6237156,-1.23904268
665722.404,-12.5749483,-0.783383471
668807.608,-12.5111574,-0.52814677
671907.11,-12.4634117,-0.176956523
675020.977,-12.4318497,-0.0489251901
678149.274,-12.3877373,0.140742793
681292.069,-12.36608,0.230148737
684449.429,-12.3206288,0.392183288
687621.421,-12.3062976,0.439021161
690808.114,-12.289339,0.608533226
694009.574,-12.2674051,0.674804663
697225.872,-12.2724876,0.748130765
700457.075,-12.2436024,0.810673405
703703.252,-12.2310101,0.947615761
706964.474,-12.2225072,0.994090391
710240.809,-12.2291703,1.13328175
713532.328,-12.2210491,1.19479675
716839.101,-12.2055607,1.33345288
720161.199,-12.2139419,1.49286098
723498.693,-12.2129968,1.53454229
726851.654,-12.2139087,1.71740486
730220.154,-12.2236427,1.85828324
733604.265,-12.2283907,2.05834527
737004.059,-12.2224652,2.25998823
740419.609,-12.2141567,2.59407233
743850.987,-12.2188469,2.8326439
747298.268,-12.1883085,3.27507063
750761.525,-12.1580299,3.57007683
754240.832,-12.1024749,3.82152232
757736.264,-12.0721548,3.93774609
761247.894,-11.9940525,3.97895871
764775.799,-11.9676208,4.06304153
768320.054,-11.9507535,4.0489703
771880.733,-11.938364,3.93522719
775457.915,-11.9553484,3.93136372
779051.674,-11.9640229,3.99707365
782662.088,-12.0109719,4.30673775
786289.234,-12.0350219,4.74426543
789933.19,-12.058069,5.13793019
793594.033,-12.066068,6.54643592
797271.841,-11.9726873,7.96115257
800966.695,-11.912138,9.4627128
804678.671,-11.5680733,10.2413456
808407.85,-11.1497363,10.3826971
812154.312,-10.8237821,8.89923831
815918.135,-10.7213885,7.65873853
819699.402,-10.6559614,6.19491555
823498.193,-10.6501414,4.87107816
827314.589,-10.6744658,3.81677046
831148.671,-10.7121393,3.05106231
835000.522,-10.7582007,2.6397993
838870.224,-10.7729004,2.26903569
842757.859,-10.8014346,2.05861454
846663.511,-10.8417923,1.80470808
850587.264,-10.8482802,1.62909248
854529.2,-10.8764845,1.5579858
858489.405,-10.8702824,1.4420291
862467.963,-10.8868115,1.31120902
866464.959,-10.8730431,1.2943575
870480.479,-10.8607468,1.24444342
874514.608,-10.8667232,1.21772778
878567.432,-10.8536998,1.24568511
882639.039,-10.8282857,1.22056086
886729.516,-10.7914471,1.10628096
890838.949,-10.7659339,1.20382366
894967.427,-10.736141,1.16912859
899115.037,-10.6805928,1.12963656
903281.869,-10.6345605,1.17648284
907468.012,-10.5546826,1.0078017
911673.555,-10.4868962,0.815593732
915898.588,-10.435096,0.614961731
920143.202,-10.343804,0.383525654
924407.486,-10.2564442,0.0609236061
928691.533,-10.1744955,-0.305869774
932995.433,-10.1077221,-0.60545488
937319.28,-9.97891857,-1.10801601
941663.165,-9.87324129,-1.60716978
946027.181,-9.71901103,-2.49600635
950411.421,-9.54731682,-3.49885754
954815.98,-9.35136076,-4.8576885
959240.951,-9.1398891,-6.75219258
963686.429,-8.93695212,-9.35958083
968152.509,-8.75780697,-13.1404071
972639.286,-8.72741043,-18.3528669
977146.857,-8.98402329,-24.7171485
981675.317,-9.79039913,-31.1909919
986224.764,-11.1706051,-35.0443881
990795.295,-12.7364441,-33.7435333
995387.008,-13.9493374,-27.596946
1000000,-14.4915069,-19.8250746
